Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Classes
33,64,14,0.7,80.4,6,8.3,4.5,5.3,0.1,fire
30,79,15,1.5,65,12,21.4,1.3,11.8,19.9,fire
27,67,13,1.1,73.7,22.7,159.1,3.5,27.3,1.2,fire
34,63,11,1.5,83.1,15.6,26.6,4.8,19.7,7.1,fire
26,77,18,0.4,64,2.9,210.4,4.5,4,3.9,fire
34,63,13,0.3,89.3,11.4,47,4.8,14.3,0.9,fire
36,51,18,2.1,73.2,21.6,9.5,7.7,22.5,7.7,fire
32,63,15,1.9,73.7,9.8,108.5,6.1,15.4,15,fire
32,68,18,3.6,81.3,20.9,36.1,4.7,24.7,6.1,not fire
34,49,12,2.9,78.4,17.8,99,4.1,21,0.1,not fire
27,54,19,1.8,91,22.5,7,11.4,21.5,2.8,fire
39,32,16,1.7,87.8,17.5,38.8,11.8,16.7,13.7,fire
28,60,15,1.6,89.4,19.3,45.1,5.1,25.4,2.6,fire
37,74,16,0.2,85.8,41.1,8.2,3.4,47.5,5.2,fire
28,69,14,1.9,75.8,13.7,16,4.5,15.8,10.5,fire
30,46,15,0.1,94.1,11.9,94.7,10.1,13.9,8.4,fire
34,57,13,2.3,83.8,13,51.6,5,13.5,0.7,not fire
31,74,14,2.6,65.5,5.8,10,1.3,5,0.1,not fire
26,82,17,2.4,36.6,4,44.5,0.2,6.1,0.3,not fire
36,64,15,1.7,82.1,7.4,10.5,4.6,9.7,10.7,not fire
32,45,21,0.5,94.6,31.5,171.3,12.5,39.1,12,fire
31,78,14,2.6,69.4,4.3,98.6,1.8,5.3,0.5,not fire
31,67,13,3.3,59.1,2.3,9.2,0.7,3.2,0.3,not fire
37,55,14,2.1,84.9,8,106.3,5.5,10.1,20.9,not fire
35,52,14,3.1,78.2,12.6,110.9,3.8,17.3,0.6,fire
32,41,13,1.5,82.1,9.3,77.8,6.2,10.7,0.3,not fire
29,80,17,1.5,73.4,11.9,26.1,2.9,16.4,0.7,not fire
36,41,16,2.8,81.3,11.8,7.8,3.8,11.3,3.9,fire
31,73,19,0.5,84.2,0.9,32.1,5.3,1.3,16.3,fire
30,71,14,2.4,72.9,22,46.3,2.3,24.7,1.7,not fire
29,61,18,2,58.3,1.6,7.5,1.3,2.1,0.5,not fire
36,55,11,0.8,90.8,38.1,220.4,8.8,46,5.6,fire
34,65,18,0.9,74.7,8.2,9.2,3.3,9.1,1,fire
28,79,17,1.9,58.1,7,16.6,1.1,7.7,15.3,not fire
29,47,13,0.1,91.5,10.3,151.3,10.9,16.4,6.8,fire
29,55,15,2.2,84.4,9.8,50.2,5.4,10.6,2.2,fire
35,48,16,2,82.6,22.6,92.8,7.8,26.4,0.6,fire
32,78,17,0.8,68.8,2.3,56.6,1.2,2.7,8,fire
34,60,18,0.9,89.5,23.4,127,6.1,30.7,22.3,not fire
35,71,22,0.4,88.6,23.5,7.8,6.2,24.2,15.7,not fire
33,82,18,1.3,73.5,8.3,33.1,2.2,10.1,7.1,not fire
32,82,14,0.9,89.9,32,37.8,7.4,34,18.1,not fire
33,82,19,0.7,83.3,17.7,19.8,7.5,22.6,2.2,fire
30,62,15,2.6,69.1,4.3,8.2,1.4,5.1,15,not fire
32,47,17,2.4,82.3,20.5,210.4,7.3,24.1,12.2,not fire
35,48,9,2.3,78.9,13.2,8.3,3.7,13.6,21.6,not fire
30,64,17,5.2,55.7,11.1,8.2,0.9,14.5,12.9,not fire
33,53,9,1.7,81.7,22.2,31.6,4.3,23.4,7.2,fire
34,61,11,1,92.6,35.1,8.5,5.5,38.8,31.1,fire
32,74,16,1.5,78.4,11.6,15.2,2.9,13.1,21.6,not fire
29,77,14,0.8,69.9,2.5,149.2,2.1,3.2,0.7,fire
35,51,10,0.8,88.2,29.6,8.2,9,29.4,15,not fire
26,62,12,1.7,70.3,11.8,8.4,2.6,14.3,0.9,fire
33,68,17,0.2,81.6,21.9,22.5,5.9,23.2,3,fire
37,40,16,0.5,93.8,29.2,35.4,14.6,28.6,9.9,fire
35,64,10,0.6,80.2,17.8,47.2,1.7,20.1,19.9,fire
39,57,17,0.5,85.6,32.5,71.3,5.8,38.4,10.2,fire
34,53,16,0.6,86.1,14.9,49.8,5.2,15.1,0.3,not fire
32,77,16,3.6,51.8,3.7,46.3,0.3,4.8,0.8,not fire
31,66,13,0.9,73.4,5.4,117.1,2.4,10.3,0.5,not fire
39,45,17,0.3,94.9,21.8,84.4,15.7,22.5,16.3,fire
33,51,15,0.9,86.7,9,27.1,5.2,11.9,5.6,fire
38,25,13,1.5,88.1,24.6,79.9,11.1,27,6.4,not fire
31,71,11,1.1,81.1,9.9,22.5,3,12,6.1,not fire
35,83,14,0.2,85.3,18.8,47.7,3.1,23.3,2.5,fire
31,73,16,1.1,70.5,6,33.1,2.6,5.5,0.1,fire
34,53,13,1.9,82.5,32.4,8.7,4.8,37.5,9.7,not fire
35,54,16,1,92.4,26.5,8.3,12,26.7,5.6,fire
30,70,16,0.3,90.3,20.7,79.7,6.5,22,7.3,fire
31,62,17,3.7,78.7,15.3,21.4,4.8,15.9,9.8,not fire
35,61,13,0.8,87.9,28.7,8.2,5.6,30.7,5.6,fire
33,78,15,0.2,82.3,14,18.4,3.4,16,1.7,not fire
31,53,10,3,71.5,4,17,1.6,3.4,0,fire
33,68,17,1.5,89.8,7.5,27.7,3.6,8.6,0.8,not fire
33,58,15,2.2,78.5,3.5,51.6,2.7,4.1,1.3,fire
32,58,14,1.4,77,3.4,16.6,4.9,4.5,4.2,not fire
38,56,17,4.9,77.3,24.4,71,6.4,24.7,0.2,not fire
35,52,16,2.1,85.4,20.3,9.9,7.1,18.8,4.2,fire
37,39,16,2.6,87.6,13.6,26.3,6.2,16.9,4.9,fire
33,76,19,2.2,71.1,10.2,9.9,2.2,10.3,0.1,fire
32,77,17,1.3,76.2,17.8,92.5,2.4,22.4,12.9,not fire
32,49,15,0.7,84.4,13.8,19.4,8.2,14.4,12.9,fire
36,73,12,1.7,82.1,26.1,39.1,4.1,30,0.5,not fire
28,76,10,2.5,51.5,1.5,33.1,1.4,2.2,0.9,not fire
32,71,14,0.1,89.8,17,17.6,6.3,20.3,5.5,fire
32,55,15,1.4,84.3,8.5,7.8,5,8.1,0.3,fire
31,61,15,2.9,65.1,13.2,18.4,3.9,12.7,3.2,not fire
27,83,16,2.6,55,2.7,9.1,0.4,3.5,0.6,fire
30,89,16,0.4,71,10.7,37.2,2.4,12.8,0.7,not fire
34,56,10,1.5,88.8,19.3,18.4,5.8,25.1,10,fire
30,73,15,1.8,74.7,9,151.3,2.3,10.1,4.2,fire
30,85,20,2.5,70.8,6.4,17,0.5,8.4,0.8,not fire
31,87,20,0.6,69.4,3.3,37,1.7,4.6,0.4,not fire
28,74,11,3.5,44,3.4,16.3,0.5,5.6,3.2,not fire
31,67,14,4.5,55.7,10.3,7.6,2.1,8.6,0.8,not fire
34,63,19,0.9,77.9,30.3,76.4,5.1,40.7,3,not fire
33,58,11,4.5,51.2,3.5,26.1,0.3,5.1,0,not fire
35,45,14,1.9,85.3,12.2,92.8,4.6,13.4,3.8,not fire
33,55,10,0.7,89.9,38.3,21.4,7.7,37.3,6,fire
34,57,13,0.5,90.4,26.4,33.4,9.8,31.9,10,not fire
31,56,16,0.1,89.4,12.4,28.3,6.1,14.2,15.4,not fire
26,87,18,0.1,76.7,4.9,42.3,4.7,5.5,13.2,fire
30,49,10,2.8,84,9.2,46.3,2.5,8.3,12.7,not fire
38,29,11,0.2,95.7,42.3,8.6,14.5,42.5,9.1,fire
37,67,12,0.2,92.2,26.4,85.1,7.2,29.8,2.2,fire
38,45,12,0.6,93.7,14.1,27.9,5.4,16.4,13.2,fire
26,73,22,0.3,87.1,27.9,28.3,7.4,36.2,0,fire
32,88,14,0.8,64.7,12.5,61.4,0.9,15.1,2.2,fire
35,40,15,0.4,91.7,12,22.2,6.4,13.9,3.4,fire
30,63,13,1.7,74.4,10.4,7.7,3.4,11.2,0.3,not fire
34,64,16,1,82.3,24.5,117.8,5.2,32.1,1.7,not fire
35,73,14,0.6,89.3,11.4,10.2,2.6,15.9,15,not fire
29,48,17,1.2,86.9,13,79.7,7,12.8,14.8,fire
36,66,15,0.1,92.6,30.8,16,6.4,35.8,11.3,fire
30,72,15,0.9,68,8.3,39.1,1.1,11.9,3.2,not fire
32,60,15,2,77,7.2,9.3,3.5,9.9,0.7,fire
33,40,15,1,93,25.3,30.4,12.2,28.4,4.2,fire
26,87,12,3.3,52.7,1.5,52.5,0.6,2.8,2.2,not fire
32,68,15,0.2,94.8,37.6,27.9,13.5,45.8,26.3,fire
31,63,17,0.1,89.5,10.3,136,5,14.1,0.1,fire
35,51,19,2.3,89.3,22,107,8.3,22.7,1.2,fire
28,52,16,1.3,73,20.4,8.7,4.7,24.4,19.9,fire
29,76,21,4.2,62.2,6.8,17.8,3.6,7.8,7.7,fire
37,45,16,0.2,95.6,37.3,16,16.2,43.9,15.7,not fire
35,57,21,0.9,86.5,17.6,20.2,6.2,21.1,30.3,not fire
26,87,14,0.7,76.1,15.4,25.2,2.6,21.5,0.2,fire
30,84,15,3,59.3,0.8,7.6,0.6,1.2,30,not fire
32,62,10,4.1,68.3,13,9.2,2.1,13.4,10.7,not fire
35,42,16,0.1,94.5,53,25.6,16.7,55.7,6.7,fire
38,38,13,1.4,90.9,29.9,7.4,7.7,31.2,6,fire
39,28,17,0.1,95.3,23.8,141.1,14.1,28.1,4,fire
34,41,12,0.6,94.4,13.4,26.1,9.3,16.1,31.1,not fire
30,49,18,1.4,72.9,4.7,24.3,8.1,6.5,1.7,not fire
26,79,10,2.9,56,3.4,7.5,0.7,4.2,0,not fire
38,47,14,0.3,89.5,15.9,79.7,6.4,20,2.5,not fire
33,43,15,2.2,84.9,7.7,8.2,6.1,8.5,19.4,fire
31,51,13,2,81.5,19.2,15.2,2.8,22.9,15.7,fire
27,62,19,0.2,85.8,19.8,22.5,7.6,23.2,9.5,fire
31,59,19,2.3,81.7,13.5,63.3,4.1,16.2,5.9,fire
32,71,20,0.9,82.9,8.4,8.2,7.5,8.6,20.9,fire
29,73,21,0.5,79.8,16.2,16.3,5.2,21.7,2.1,fire
33,69,17,0.2,93.7,41.6,55.8,5.5,49.8,8.8,fire
34,49,18,0.9,89.7,8.2,7.7,9.3,7.9,26.1,fire
34,56,12,0.6,87.1,7,22.5,7.4,8.1,0.8,fire
33,65,12,0.4,92.9,14.6,29.7,4.7,21.2,5.9,fire
36,57,10,0.7,90.1,32.8,42.3,6.9,36.7,26.3,not fire
40,27,15,0.8,94.4,35.9,61.4,15.4,38,20.9,fire
41,29,18,1.3,93.6,27.1,8.4,14.4,29.3,0.8,not fire
33,66,11,1.7,80.3,11.2,34.1,2.6,14.9,18.4,fire
31,66,19,0.1,89.8,19.8,88.7,6.9,28.2,3,fire
30,67,19,0.4,74.1,6.5,16,4.1,9.1,0.2,fire
35,44,15,3.8,80.9,9.5,33.1,4.3,8,0.8,not fire
39,65,15,0.2,91,19.3,8.9,5.3,27,5.5,not fire
29,65,14,2.9,64.8,7.1,9.1,2.4,7,7.3,not fire
30,62,16,0.7,83.8,23,180.4,8.4,23.9,10.6,not fire
27,76,20,1.9,74.9,6.3,18.7,3.6,8.2,0.4,not fire
38,79,12,0.3,86.5,38.2,61.4,4.4,43.2,20.4,fire
29,81,18,0.3,69.5,15.9,8.4,3.1,19.5,9.9,fire
32,83,16,2,71,4.4,15.4,2.2,8.2,0.1,not fire
23,89,17,3.3,34.1,2.2,33.4,0,4.8,0.1,fire
30,87,10,1.6,63.7,14.1,18.4,0.3,17.8,0.7,not fire
37,40,14,3.8,80.5,30.7,180.4,5.2,35.4,7.1,not fire
27,54,13,4.6,70.2,3.9,33.1,1.6,5.2,3,not fire
29,69,17,2.1,56.8,8.5,8.4,3.3,8.3,0.6,fire
25,74,14,1.1,67.9,1.9,8.5,1.7,2.6,1,not fire
33,59,18,3.7,65,3.9,8,1.9,5.3,3.9,not fire
32,52,18,2.6,84.4,29.6,34.1,4.4,34.5,13.9,fire
30,68,17,2.6,68.6,7.6,34.5,1.7,8.7,15.3,not fire
40,29,9,3.3,92.3,16.5,51.6,7.9,16.1,0.1,fire
29,79,15,0.9,65.8,4.3,88,0.8,6.9,1,not fire
31,73,18,4,56.3,10.7,9.7,1.9,11,0.5,not fire
36,50,14,1.9,86,3.8,40.4,7.9,4.8,0.5,not fire
27,85,15,2.2,50.9,1.2,8,0.2,1.4,0.4,fire
31,85,17,0.4,74.6,11.6,26.6,2.2,17,7.1,fire
29,67,20,2,85.6,33.7,7.4,4.7,36.4,7.5,fire
36,57,11,0.2,91.5,23.3,9.5,7.8,24.9,10.5,fire
34,64,13,0.3,86,14.8,54.3,4.1,16.3,14.6,fire
33,64,14,0.9,84.7,8.7,15.7,5.5,9.4,0.5,fire
34,53,16,0.6,88.6,19.3,9.9,8.3,18.2,6,fire
33,61,15,2,76.5,6.6,8.4,3.8,7.5,5.9,not fire
32,72,18,0.8,83,15,9.1,4.8,18.7,9,fire
27,70,16,3,76.9,21.2,26.1,4.4,24.2,15,fire
35,73,15,0.6,86.2,9.9,7.4,4.8,10.1,3,fire
35,69,17,1.6,87.7,21.2,6.9,6.5,24.5,10.3,fire
30,79,17,0.7,82.7,17.6,117.1,4.9,19.6,26.9,fire
30,59,18,3,71.6,1.5,10.5,3,1.7,0.4,not fire
35,73,14,0.8,84.5,13.4,98.6,2.4,17,4.9,not fire
32,70,17,0.4,88.3,23.7,22.5,8.5,26.1,3.1,fire
31,53,19,3.4,79.4,20,92.5,3.9,23,10.2,not fire
32,69,16,1.4,83.6,27.5,10.4,6.7,31.4,1.3,fire
28,66,16,1,75,4,79.9,1.5,6,7.1,fire
31,52,14,0.9,77.7,10.3,26.3,3.5,13.2,6.8,fire
39,58,10,1.3,87.6,20.3,15.9,3.8,23.1,0.1,not fire
29,60,17,1.2,77.9,6.6,17.6,7.9,6.7,0.5,not fire
27,74,16,0.8,75.9,18.9,180.4,4.3,21.9,4.2,fire
24,83,19,2.3,54.8,5.3,157.5,1.2,6.2,3.1,not fire
34,77,15,0.1,93.5,30.1,24,7,33.4,7.1,fire
32,68,16,3,65,6.9,9.5,1.1,8.3,0,not fire
30,61,17,4.3,67.4,4.6,36.8,1.9,5.9,0,fire
32,87,17,1,87.5,33.3,49.8,6.9,39.2,1.4,fire
30,73,11,1.3,77.3,7.1,8.5,1.9,5.8,7.3,not fire
36,67,13,1,85.4,28.3,38.3,7.2,33.4,1,fire
38,64,11,0.3,87,22.2,7.3,8.3,23.5,0.9,fire
32,66,17,0.5,86,32.8,19.8,8.3,38.8,8.8,fire
28,87,11,1,59.8,9.9,52.5,1.7,14.8,0.7,not fire
33,67,13,0.1,86.2,26.5,149.2,8.4,31,3,fire
29,70,15,0,91.6,27.3,80.3,6.3,31.3,3.7,fire
35,53,17,1.9,87.7,24,86.8,8.1,26.6,12.2,fire
32,54,15,1.8,80.7,9.2,8.4,5.3,11,9.9,fire
34,78,15,0.8,81.4,14.3,47.7,2.9,22,10.7,fire
37,24,17,0.5,95.7,44.3,15.7,16.2,46.2,9,fire
29,64,15,1.8,72.3,12.9,9.7,1.5,12.5,6.3,not fire
33,64,18,0.7,85.3,11.9,47.7,5.7,15,5.2,fire
30,61,11,3.2,76.9,5.3,9.1,3.8,4,0.8,not fire
34,35,14,1,92.6,35.4,200.2,10.3,44.1,6.4,fire
31,70,15,1.6,70,6.2,34.5,2.5,7.9,10.7,not fire
33,62,17,1.4,80,14.8,62.1,3.7,16.7,3.8,fire
40,43,12,0.7,91.4,21.9,9.1,6.9,24.5,12.9,fire
33,48,16,2.3,82.4,25.4,33.4,9.6,29.4,11.9,not fire
31,60,16,1.2,82.7,12.4,7.5,4.7,13.3,3.2,fire
33,71,17,0.3,76,14.4,147.7,2.2,15.9,15.7,fire
35,52,19,0.3,93.5,43.9,86.8,10,49.6,12,fire
34,78,13,1.2,78.8,6.4,168.2,0.6,7.3,15.7,fire
30,80,22,2.3,72.3,12.8,44.5,3.8,16.4,7.2,not fire
36,34,18,0.2,93.5,15.7,149.2,9.9,16.7,24,fire
28,62,14,3.5,68.4,7.3,52.4,3.1,11.1,0,fire
32,75,16,1.3,79.7,19.2,157.5,2.9,23,4.9,not fire
35,44,17,3.6,85.5,6.6,16.6,5.8,6.4,0.8,not fire
28,72,9,3.1,50.3,1.5,8.4,0.1,1.6,0.5,not fire
34,64,17,1.6,83.3,16.1,46.4,4.3,19.6,10.6,not fire
33,35,16,0.4,93.2,27.4,117.8,10.2,28.5,26.1,fire
30,82,18,1.1,72.9,14.2,127,3.8,16.5,10.7,not fire
27,88,18,2.1,63,5.8,47.2,1.6,8.6,0,not fire
32,75,19,1.8,77.4,16.8,8.3,4.4,20.3,2.2,fire
38,51,17,0.5,92,13.2,117.1,10.2,14,7.2,fire
34,71,15,0.4,76.2,9.2,8.3,6.2,11,1.2,fire
30,61,16,1.5,87.7,18.7,190.6,6.4,23.6,3,fire
32,44,14,2.1,84.8,5.4,20.2,5.3,6.6,18.1,not fire
37,42,17,0.2,93.7,47.1,86.8,11,53.3,30.2,fire
33,42,16,2.2,88.6,32.7,16,6.5,33.6,9.8,fire
33,49,16,1.3,84.1,20.2,49.8,6.3,22.9,1.3,not fire
29,50,15,1.5,72.8,2.6,34.5,2,3.5,0.2,not fire
40,33,12,0.4,93.7,21.7,130.6,10.1,24.3,9.5,fire
28,82,17,2.8,70.7,6.8,71.3,1.3,8.4,4.2,not fire
36,41,17,0.4,94.6,21.8,115.6,12,22.9,4,fire
30,62,19,1.7,78.8,30,47.7,5.7,36.7,0.2,not fire
32,39,16,2.6,87.1,12.2,98.6,3.8,13.5,0.9,not fire
30,44,16,1.2,83.2,3.2,21.4,6.3,3.4,3.1,fire
35,62,12,0.7,89.9,18.5,8.9,4.3,23.8,4,fire
35,45,15,0.2,95.4,34.1,34.5,13.2,36.9,22.3,fire
29,66,17,2.2,74.9,6.5,171.3,4.4,8.4,3.1,fire
31,78,14,3.5,57.7,3.4,14.7,0.8,3.7,3,not fire
28,68,13,1.4,71.3,7.2,16.3,5,8,4.2,fire
34,73,14,0.8,86.9,17.8,17.8,4.9,21.7,0.7,fire
30,63,10,1.9,62.7,8,26.3,2,9,0.8,fire
40,47,8,0,95.9,39,99,13.1,41.5,8.4,fire
37,57,13,0.3,92,26,9.7,7.2,26.8,13.2,fire
30,61,15,0.1,90,40.4,166,8.7,42.6,5.9,fire
28,74,14,1.5,73.9,10.5,16,1.7,15.6,7.7,not fire
30,78,18,1.7,66.8,16.2,147.7,3.3,18.8,3.2,not fire
31,61,13,3.8,77.3,9.7,8.8,2.4,11,0.1,not fire
33,63,17,1.3,77.3,14.7,57,2.8,20.7,3.8,not fire
29,85,15,3.8,43.1,6.9,17,1.4,7.3,0.3,not fire
30,67,17,5.6,53.9,22.7,67.2,1.8,29.2,0.8,not fire
41,31,16,0.2,95.3,30.2,62.1,13.6,31.9,18.8,fire
34,52,23,1.8,81.7,13.8,117.8,7.1,17,0.1,fire
28,71,15,2.8,59.8,7.7,97.3,0.9,10,3.8,fire
35,50,16,1.3,79.4,14.3,8.7,3.3,16.7,0.8,not fire
29,70,18,1.9,72.4,11.1,59.2,3.4,15.4,5.9,not fire
31,71,16,0.5,80.3,15.5,10.5,2.6,18.9,7.7,fire
35,48,16,3.8,79.6,30.7,147.7,6.7,32.9,0.1,not fire
33,55,16,1.6,81.5,11.2,168.2,1.8,14.7,0.5,not fire
23,90,16,0.7,70.2,11.2,8.2,3.3,11.6,10.9,not fire
29,82,18,0.6,63.2,4.2,67.2,2.1,5,10,not fire
29,42,19,1.6,76.9,14.5,36.1,4,15.3,0,not fire
33,51,12,0.2,94.9,41.5,200.2,11.1,45.4,8.3,fire
36,72,17,1.7,82.2,30.9,26.3,5.9,33.2,0.9,fire
38,51,15,0.1,95.2,17.4,50.2,12.1,18,12.7,fire
35,79,17,0.6,82,17.4,88,6.2,19,5.6,fire
29,81,18,1.6,62.5,16.8,210.4,1.9,23.6,12.9,fire
33,42,19,1.8,88.2,20.1,17.8,9.3,26.9,31.1,fire
27,85,16,1.2,52.6,2.5,79.7,0.5,4.7,0,fire
29,67,12,1.4,71.9,2.2,52.8,0.9,4.4,3.9,not fire
35,53,15,1,86.4,22.5,80.6,5.2,24.9,5.5,fire
35,77,15,1.1,80.1,11.1,180.4,1.8,16.4,25.4,not fire
35,58,13,0.6,86.5,19,88,2.5,18.4,6.8,not fire
36,37,11,1.2,88.1,30.2,8.3,8,31.7,15.4,fire
32,62,18,0.8,80.5,19.1,10.2,4.4,21.1,7.1,not fire
32,68,14,4.7,39.6,1.3,37.8,0.4,1.8,0.8,not fire
36,57,16,1.4,89.8,25.3,52.4,9.3,28.8,7.2,not fire
39,64,18,0.4,93.5,19.8,24,12.5,24.6,20.3,fire
31,61,16,2,74.2,26.2,76.4,6.5,31.3,0.3,fire
34,75,15,2.6,62.9,16.8,35.4,2.7,19.5,0.3,fire
37,35,16,1,94.9,33.3,7.8,12.5,35.4,1.9,fire
32,43,17,3.9,73.2,7.3,8.2,4.2,7.3,25.4,fire
31,79,17,2.7,61.6,6.4,16.6,0.6,6.7,0.9,fire
36,59,16,2.4,81.9,11,35.4,6.4,11.1,0.8,not fire
34,48,16,2.1,82.5,6.7,17,3.4,7.3,6.3,not fire
32,73,16,1.5,67.5,2.7,15.2,2.8,3.3,9.9,fire
30,50,15,1.8,74.6,5.2,7,5.2,3.9,0.3,not fire
35,49,9,2,91.6,9,18.7,4.6,11.2,1.3,fire
26,66,16,2.5,59.5,3,7.4,2.1,3.8,0.4,not fire
27,61,12,1.5,73.1,7.1,96.8,1.4,5.6,17.3,not fire
30,78,15,3.6,54.3,4.2,10,1.3,5.3,15.4,not fire
37,34,13,1.4,92.3,43,171.3,10.7,47.3,12.7,fire
31,66,15,0.4,76.9,15.6,8.9,3.5,21.9,7.3,not fire
33,64,12,0.2,89,10.5,7.3,7.8,13.8,10.9,fire
33,43,12,1.2,83.1,27,6.9,7.9,31.5,30.3,fire
26,71,17,1.6,69.9,17.2,51.6,3.7,20.4,12.1,fire
35,73,17,2.5,72.4,15.8,167.2,5.1,23.2,3.8,fire
33,71,11,0.4,77.3,24.6,92.8,4.4,30.7,9.9,fire
26,87,20,3.4,50.8,0.7,35.4,0.5,1.2,3.2,not fire
36,41,15,0.6,93.3,37.6,46.4,11.5,40.7,20.9,fire
27,86,16,0.9,64.4,2.7,9.2,1.5,4.2,0.8,not fire
29,86,17,3.1,63.3,3,17,1.2,3.8,6.3,not fire
39,40,18,0.7,92.6,37.6,77,12.5,44.5,8.8,fire
32,72,19,1.3,82.5,10.4,7.6,3.5,13.4,3.1,not fire
29,69,20,2.4,59.1,7.4,8.3,1.1,7.8,0.8,fire
34,64,10,2.3,76.5,11.5,7.8,2.4,9.4,0.8,fire
31,56,19,1.3,82.4,10.7,8.2,7.8,10.3,1.7,not fire
36,61,19,3.6,77,13.2,18.4,3.4,16.4,18.4,not fire
30,83,14,0.9,78,1.2,10.4,0.7,1.8,9,not fire
36,48,14,0.2,94.2,34.7,61.4,11.4,39.3,6.8,fire
32,70,13,0.6,84.7,15,7,4.4,16.2,5.9,not fire
31,72,18,0.6,75.7,16.1,29.7,5.7,20.1,3.1,fire
32,61,21,1.7,87.3,19.4,41.5,6.6,19,19.3,fire
31,69,17,1.1,81.8,7.1,50.2,3.8,7.7,0.7,not fire
33,62,13,1.6,83.5,17.6,76.4,3.6,19.8,1.7,not fire
39,50,14,0.2,94.7,50.8,120.9,7.3,57.8,14.5,fire
36,62,14,0,95.8,49.9,141.1,14.9,59.6,9.7,fire
39,45,17,1.4,92.8,19.6,6.9,10.1,21.7,30.2,fire
29,69,17,0.8,88.6,4.4,19.7,6.4,5.3,7.1,fire
36,47,12,0.2,93.7,23.5,39.1,5.3,27.6,30,not fire
40,49,14,0.1,95,35.5,43.1,9.3,41.5,16.7,fire
29,52,14,1.3,75.1,17.2,15.4,2.9,20.5,0.1,fire
34,61,15,1.2,83.4,11.5,34.5,3.6,14.3,0.4,fire
35,46,13,1.7,89,9.4,10.5,6.3,9.1,0.9,fire
31,83,18,1.7,57.6,13.5,31.6,0.5,22,6.3,fire
35,43,14,0.5,89.5,29,24.3,10.6,35.3,4.7,not fire
34,69,20,2.6,80.3,15.5,7.7,6.5,19.4,3,fire
35,42,20,0.3,92.9,21.5,7.7,12.9,21.5,16,fire
32,79,16,0.3,73.7,10.5,8.9,3.2,15.1,0.2,fire
28,76,14,0.6,70.9,14.5,181.3,3.3,20,1.2,not fire
35,34,15,0.3,95.5,30.2,21.4,17.9,29.6,11.3,fire
35,48,13,1.1,93.9,48.4,94.7,10.8,58.6,11.9,fire
31,70,15,0,93.3,12.8,76.4,9,20.4,15.7,fire
40,44,14,0.6,93.5,36.2,94.7,7.3,41.7,2.2,fire
40,40,14,1.1,93.2,43.2,6.9,10.3,50.2,30,fire
32,76,16,2.3,74.9,23.7,44.5,3.2,28.5,0.8,not fire
32,41,14,1.7,90,33,88,9.8,38.4,7.3,fire
32,42,19,1.3,90.1,9.8,54.2,11.1,13.6,16.7,fire
28,59,16,3.7,67.7,6,52.5,2.3,7.3,0.9,not fire
25,84,18,0.8,60.4,1.4,159.1,2.6,2.3,3.9,not fire
38,37,17,2.4,80.9,17.6,30.1,3.6,23.8,8,fire
30,71,17,3.1,64.7,4.4,90.1,2,5.1,0.9,not fire
33,61,15,2,72.5,5.6,18.4,2.4,5.6,0.3,not fire
36,57,11,1.3,84.8,32.3,29.7,5.3,37.9,26.1,not fire
33,43,12,0.3,90.2,29.4,137.7,8.8,30.4,3.6,fire
28,71,14,2.1,54.3,7.1,200.2,0.8,10.4,12.9,fire
35,58,13,1.6,84.7,10.6,47.2,4.5,10.4,14.5,not fire
31,60,19,0.4,86.2,26.5,28.1,8.3,28.5,12.2,fire
32,73,15,1.6,57.8,19.1,8.2,1.9,18.9,6.3,not fire
30,77,20,2.9,64,11.1,7.7,2.3,10.3,0.5,not fire
31,60,12,2.4,70.7,7.4,52.4,2.3,10.3,0.8,not fire
30,63,16,0.2,87.6,14,7.9,6.1,17.8,0.9,fire
27,79,13,1.5,60.2,2.4,7,0.3,2.9,0.2,not fire
30,88,18,1.6,72.5,13.9,29.7,3.1,21.2,2.7,not fire
34,54,14,2.8,88.8,15.4,210.4,5,19.1,0.1,not fire
32,72,14,1.8,79.9,15.1,88,2.4,17.2,4.2,not fire
28,63,16,4.4,70.8,12.7,17.8,3.9,17.9,6.1,not fire
35,52,16,0,95.6,20.4,85.1,11.6,26.9,26.3,fire
31,49,20,1.2,87.3,11.2,49.8,7.5,17,9,fire
28,86,14,3.6,52,8.9,8.3,0.4,10.9,0.5,not fire
29,77,17,2.7,69.8,16.2,90.4,1.9,20.7,6.1,not fire
39,51,15,0.1,94.3,28.2,37.2,11.1,32.5,12.7,fire
29,75,16,5.1,45.2,4.4,10,0.2,4.3,0.1,not fire
36,53,13,0.3,93.8,37.1,63.8,10.4,41.7,9.6,fire
31,66,16,1.7,80.3,8.6,79.7,2.8,11.6,10.2,fire
29,82,20,3,61.9,5.9,30.4,1.3,9.7,0.9,not fire
26,68,20,2.2,69.3,2.9,27.1,2.1,4.7,0.6,not fire
31,53,20,3.2,86.9,12.8,24.3,3.6,15.6,0.3,not fire
34,52,14,0.5,93.2,24.7,8.9,9.6,23.8,6.1,not fire
36,29,14,1.4,94.2,27.6,57.1,12.7,26.3,0.1,fire
32,66,18,0.2,92.2,27.7,22.9,10.1,31.6,10,fire
32,87,17,2.5,54.9,10.1,35.4,1.4,13.9,0.2,not fire
32,69,13,2.9,69.1,5.6,51.6,0.8,7.1,13.7,not fire
